,labels,text,label_text
244,4," observes that the cost of commissioning research to include within a dossier, and the compilation of such dossiers, makes the task prohibitively expensive and that some 270 safe and popular nutrient sources will be lost to the UK industry and its consumers",Economy
245,4,and declines to approve the proposed statutory instruments implementing the Directive unless and until the Government secures an amendment to the Directive so as to allow to remain on the national market those products which would otherwise fall outside the Directive's technical restrictions,Economy
246,4,further notes that the Traditional Herbal Medicinal Products Directive would require dossiers to be submitted to the Medicines Control Agency and would impose costs of tens of thousands of pounds per product on manufacturers,Economy
247,4,regrets that it would not allow any overseas product which had not been on the European market for 10 years even if it were demonstrably safe,Economy
248,4,and urges the Government to renegotiate the main provisions of this flawed Directive.,Economy
249,7,"That this House takes note of European Union documents No. 10879/02, Commission Communication on the Mid-Term Review of the Common Agricultural Policy, No. 10896/02, Commission working document containing a report on milk quotas and No. COM (03) 23, draft Council Regulations on the reform of the Common Agricultural Policy",Social Group
250,7," supports the Government's objective, to work for a sustainable Common Agricultural Policy which contributes to prosperous rural areas, enhances the natural environment, and provides high-quality, safe food and high animal welfare standards, a fair and competitive environment for farmers and better value for money for taxpayers and consumers",Social Group
251,1," welcomes the European Commission's proposals on reform of the Common Agricultural Policy, in particular the proposals to decouple payments from production, to move from production-linked subsidies to wider agri-environment and rural development measures, and for further market reform, while lessening the adverse impact on trading opportunities to less-developed countries",External Relations
252,1," but regrets that the proposals in several areas did not go further, that they include a complex and potentially unfair mechanism for transferring funds towards agri-environment and rural development measures and, on dairy reform, that they do not meet the requirement of the Berlin agreement that there would be a mid-term review 'with the aim of allowing the present quota arrangements to run out after 2006'.",External Relations
253,5,That this House condemns the Government's handling of the school funding crisis,Welfare and Quality of Life
254,5," regrets that the jobs of teachers, teaching assistants and other support staff have been put at risk",Welfare and Quality of Life
255,5," further regrets that these teacher redundancies, together with other cut backs imposed by the funding crisis, will have a negative impact on the education of school children",Welfare and Quality of Life
256,5,notes that Labour councils have been as badly affected as Conservative councils by the funding crisis,Welfare and Quality of Life
257,3,condemns the Government for seeking to blame local authorities for this crisis,Political System
258,5,further notes the statements of head teachers and governors across England who no longer trust the Government's ability to administer school funding,Welfare and Quality of Life
259,5,recognises the impact of the funding crisis on the Government's teacher workload agreement,Welfare and Quality of Life
260,3,believes that the Government's flawed reforms of school funding are to blame for the crisis,Political System
261,5," and calls on the Government to simplify the school funding system, giving more money direct to schools and giving head teachers more control over how to spend that money.",Welfare and Quality of Life
262,1,That this House recalls the Prime Minister's assertion that Iraq possessed weapons of mass destruction capable of being used at 45 minutes' notice,External Relations
263,1,further recalls the Government's contention that these weapons posed an imminent danger to the United Kingdom and its forces,External Relations
264,1,notes that to date no such weapons have been found,External Relations
265,1," and calls for an independent inquiry into the handling of the intelligence received, its assessment and the decisions made by ministers based upon it.",External Relations
266,3,That this House condemns the Government's extensive delay in appointing a new Minister for Pensions at a time of pensions crisis,Political System
267,5,further condemns the Government for pursuing a strategy of mass means testing of pensioners,Welfare and Quality of Life
268,5,notes that the Department for Work and Pensions will have satisfied its PSA target even if a million pensioners are still missing out on their entitlement to Pension Credit by 2006,Welfare and Quality of Life
269,3,further notes that the Pension Credit will be run on a computer system described by the previous Secretary of State as 'very decrepit',Political System
270,5," believes that the Pensions Green Paper was an inadequate response to a range of pensions problems, including the large number of people of working age who are facing financial insecurity in retirement, particularly many women",Welfare and Quality of Life
271,5,further notes the continued insecurity of many members of defined benefit pension schemes and the lack of protection for working age scheme members when schemes are wound up,Welfare and Quality of Life
272,5,calls on the Government to address these issues as a matter of urgency,Welfare and Quality of Life
273,5," and further calls on the Government urgently to simplify the state pension system and to ensure that the basic state pension provides a firm foundation for income in retirement, with particular reference to the needs of older pensioners.",Welfare and Quality of Life
274,2,"That this House believes that any Treaty providing a constitution for the European Union should only be ratified by Parliament once it has received the consent of the British people, democratically given in a referendum.",Freedom and Democracy
275,5,That this House calls on the Government not to allow universities to introduce top-up fees.,Welfare and Quality of Life
276,4,That this House believes that for the duration of the crisis in transport the country requires a full-time Secretary of State for Transport.,Economy
277,1,"That this House shares the concern of the Trade Justice Movement about the plight of the poorest people in the world, and congratulates the Movement on bringing their conditions to the attention of the public",External Relations
278,1," notes with concern the fact that a billion people live on less than a dollar a day, that life expectancy in many African countries is declining, and that 30 million people in Africa have HIV/AIDS",External Relations
279,4,believes that rising levels of international trade and trade liberalisation offer the best hope of alleviating poverty in the developing world,Economy
280,1,calls for high quality legal and economic advice for developing countries on trade issues,External Relations
281,4," further believes that the Government has failed to do enough to promote trade liberalisation, to reform agricultural subsidies and to phase out European trade barriers",Economy
282,1,and further calls on the Government to use the World Trade Organisation meeting at Cancun to do more to reform the international trade rules to give poor countries a fair deal on international trade.,External Relations
283,1,That this House believes that the draft Constitutional Treaty produced by the Convention on the Future of Europe is a good basis for starting in the Intergovernmental Conference,External Relations
284,1," agrees that the procedures of an enlarged European Union require reform, and welcomes the commitment of the Convention to a Union which respects the national identities of its Member States and which has only those powers explicitly conferred on it by them",External Relations
285,1," congratulates the UK parliamentary, government and European Parliament representatives on the Convention for their contributions, and notes the valuable work of the relevant parliamentary committees of both Houses",External Relations
286,1," notes the Government's decision to table as a Command Paper Parts I, II and IV",External Relations
287,1,recalls that decisions on what is included in any forthcoming Treaty will be made by unanimity by the elected governments of all EU member states,External Relations
288,1,and reaffirms Parliament's role in scrutinising and approving legislation required to give effect to any future Treaty's provisions.,External Relations
289,7,That this House notes that it is now almost six months since the publication of Lord Laming's report on the Victoria ClimbiÃ© Inquiry and well over three years since the death of this little girl,Social Group
290,7," further notes that, of the 108 recommendations by Lord Laming, 82 were recommended to be acted upon within six months",Social Group
291,7," condemns the Government for its continued failure to produce the long-awaited Green Paper on Children at Risk, which was originally promised in the spring as the Government's response to many of the systemic failures in child protection highlighted by Lord Laming",Social Group
292,5,is concerned at the continued failure of the Government to address the crisis in recruitment of social worker professionals skilled in child protection who are essential to addressing these failures,Welfare and Quality of Life
293,5," regrets that local authorities are unable to implement changes recommended in the Report which would improve the delivery of children's services, because of the delay in the publication of the Government's response",Welfare and Quality of Life
294,7," welcomes the creation of the post of a Minister for Children, after six years in government",Social Group
295,7,and calls on the Government to publish the Green Paper immediately as planned in order to secure the confidence and support of all those involved in the protection of vulnerable children.,Social Group
296,1,That this House takes note of the military situation in Iraq.,External Relations
297,5,That this House believes that this Government has failed to deliver fairness and security for older people,Welfare and Quality of Life
298,5,is concerned that home care services for older people have been cut back and that the Government has presided over the collapse of the care home sector through botched regulations and underfunding,Welfare and Quality of Life
299,5,condemns the Government for putting in place rules that allowed thousands of elderly people to be forced to give up their life savings and homes to fund their continuing healthcare,Welfare and Quality of Life
300,5," believes that the Government has failed to tackle the pensions crisis both for current and future pensioners, putting in place a complex system of means-tests that fails to get help to the poorest pensioners, whilst heaping extra costs on pensioners by relying on the unfair Conservative council tax to fund local services",Welfare and Quality of Life
301,5," is concerned that many pensioners will suffer as a result of the closure of local post offices, a problem made worse by the Government's plans to scrap the pension book and introduce direct payment",Welfare and Quality of Life
302,5," and calls on the Government to stabilise the care home and home care sectors, offer security and real choice to older people, simplify the pension system, boost the basic state pension and abolish the council tax and replace it with a tax related to ability to pay.",Welfare and Quality of Life
303,5,That this House expresses its deep concern at Government policies that have led to a decline in funded pension provision and a massive extension of dependence on means-tested benefits,Welfare and Quality of Life
304,5," deplores the Â£5 billion per annum pensions tax and the erosion of incentives to save, which have caused the halving of the Savings Ratio, and have resulted in only 19 per cent. of final salary pension schemes remaining open to new members",Welfare and Quality of Life
305,5," condemns the Government for extending dependence on means-testing to over half of pensioners, despite earlier promises to the contrary, and for ignoring the interests of 1.4 million of the poorest pensioners who, on the Government's own target, will still not be receiving Pension Credit in 2006",Welfare and Quality of Life
306,5,notes that Government policies have created a big disincentive to save and led to an increase in the number of pensioners in persistent poverty,Welfare and Quality of Life
307,5," and calls on the Government to support state pension reform to reduce dependence on means-tested benefits, to remove the disincentive to save, to improve the financial position of pensioners, including the 1.4 million poorest pensioners, and to provide better incentives to save.",Welfare and Quality of Life
308,3,That this House welcomes the emerging political and professional consensus about the need to increase the level and effectiveness of neighbourhood policing in Britain in order to restore the confidence of the public but regrets that the Government is seeking to achieve this through a burdensome and ineffective bureaucracy,Political System
309,3,and urges the Government instead to return power to decentralised local policing and to make local policing more accountable to local people.,Political System
310,1,That this House believes in the importance of European nations' building up their military capabilities to contribute more to European and global defence and security through NATO,External Relations
311,1," notes that the 'Berlin Plus' agreement provides the EU with assured access to NATO assets to plan and conduct military operations under NATO's Deputy Supreme Allied Commander Europe, who is always a European military officer",External Relations
312,1,condemns proposals for the European Union to conduct the planning and leadership of operations independent of NATO means and capabilities,External Relations
313,1," further notes that this represents a threat to NATO, which was developed in the 1998 St. Malo Declaration and would be given superiority under the draft EU constitution",External Relations
314,1," and further believes that such proposals discriminate against non-EU members of NATO, decouple EU security policies from NATO and duplicate existing NATO structures and assets without increasing real military capability in any way whatsoever.",External Relations
315,5,That this House notes that the Government's obsession with target-setting now pervades almost every aspect of healthcare,Welfare and Quality of Life
316,3," believes that the volume of centrally set targets and the way in which these have been imposed is having a detrimental effect on clinical outcomes, since the welfare of the patient becomes a secondary consideration to the achievement of the target",Political System
317,3," further believes that the imposition of these targets is seriously demoralising the professional staff within the NHS, diverting them from spending time with patients to additional paperwork and bureaucracy",Political System
318,3," is appalled that pressure on managers to achieve targets has led to distortions in reporting on performance, so that the public has no confidence in claims that are made about achievements in the NHS",Political System
319,5," and calls on the Government to do away with their reliance on the target-setting culture, to re-invest the money saved on bureaucracy into front line medical care and to trust doctors, nurses and other professional staff to get on with their jobs with minimal interference, in the interests of all of their patients.",Welfare and Quality of Life
320,5,That this House expresses its profound concern at the continuing crisis in care for elderly people,Welfare and Quality of Life
321,5," deplores the Government's over-prescriptive, expensive and bureaucratic regulation of the care home sector, which has greatly exacerbated the crisis in care and has led to many care home closures",Welfare and Quality of Life
322,5," condemns the loss of over 70,000 long term care places since 1997 and is gravely concerned that the number of people receiving domiciliary care has fallen by 100,000 since 1997",Welfare and Quality of Life
323,5," is further concerned that the implementation of the Community Care (Delayed Discharges etc.) Act 2003 will merely place an unfair financial burden on Social Services departments, and could lead to patients being discharged prematurely from hospital into inappropriate care, resulting in an increase in emergency readmissions",Welfare and Quality of Life
324,5," and calls on the Government to recognise the crisis in the provision of long term care for elderly people, to take action to reduce the current rate of care home closures and to combat the decline in the availability of domiciliary care, rather than simply disregard the crisis.",Welfare and Quality of Life
325,4,"That this House deplores the programme to close 3,000 urban post offices because closure decisions are being made without taking adequately into account the needs of post office customers",Economy
326,4,believes that honourable Members are insufficiently consulted when proposed closures are announced,Economy
327,4,regrets the lack of time available to provide for a full consultation period and the failure of the consultation process to influence the closure programme,Economy
328,3," condemns the Government as the sole shareholder of Royal Mail plc's wholly-owned subsidiary, The Post Office Ltd., for its failure to intervene in order to rectify the way in which the Urban Reinvention Programme is being implemented",Political System
329,5," expresses its great concern about the programme to implement Post Office card accounts, which is failing to reflect the needs of customers, especially for the most vulnerable, including elderly and disabled people",Welfare and Quality of Life
330,3,calls on the Government to give a firm indication that an Exceptions Service will be introduced and to provide the House with the details of how such a system will operate after 2005,Political System
331,4,and further calls on the Government to make a statement on the sustainability of the funding of rural post offices beyond 2006.,Economy
332,3,That this House calls on the Government to introduce a Civil Service Bill in this parliamentary session.,Political System
333,5,That this House believes there should be an annual debate in Parliament on the state of the environment,Welfare and Quality of Life
334,5,notes that sustainable development and the issue of climate change is fundamental to the long-term security and stability of the world,Welfare and Quality of Life
335,5," is very concerned that climate change could, according to leading international scientists, cause the extinction of one million species by 2050, could, according to the World Health Organisation, mean an additional 150,000 people dying each year, and is, according to Sir David King, the Government's Chief Scientific Adviser, ""the most severe problem that we are facing today, more serious even than the threat of terrorism""",Welfare and Quality of Life
336,5," welcomes the Government's ratification of the Kyoto Protocol and their pledges to help meet its targets, particularly the Energy White Paper commitments to renewable energy and energy efficiency",Welfare and Quality of Life
337,5," notes however the worrying trends in key domestic environmental indicators with, since 1997, total municipal waste up by 17 per cent, road traffic up by 8 per cent, domestic energy consumption up nearly 7 per cent, high level radioactive waste up 6 per cent. and energy consumption from aviation up 21 per cent",Welfare and Quality of Life
338,5," acknowledges that investment in environmental protection and innovation benefits the whole economy and creates jobs, and calls on the Government to make better use of economic instruments to this end",Welfare and Quality of Life
339,5," and believes the Government needs genuinely to put the environment at the heart of government and to take a greater role in promoting sustainable development, and that this requires a clear lead from the Prime Minister.",Welfare and Quality of Life
340,5,"That this House believes council tax is unfair, should not have been introduced and should be replaced by a system that reflects people's ability to pay.",Welfare and Quality of Life
341,3,"That this House notes that the Government's proposals for elected regional assemblies as set out in their White Paper, Your Region, Your Choice grant the proposed assemblies limited powers, many of which are taken from local government",Political System
342,3,further notes that the Deputy Prime Minister has made statements suggesting that elected regional assemblies may acquire additional powers not reflected in the White Paper and that he intends that elected regional assemblies should open up the debate about the Barnett formula and public spending in the regions,Political System
343,3,and urges the Government to publish a draft Bill and to clear up this confusion by the end of June so that Parliament can debate the proposals in good time before the summer adjournment.,Political System
344,1,"That this House shares the concern of the Trade Justice Movement about the plight of the poorest people in the world, and congratulates the Movement on bringing their conditions to the attention of the public",External Relations
345,1," notes with concern the fact that more than one billion people live on less than one dollar a day, that life expectancy in many African countries is declining, that 28 million people in Africa have HIV/AIDS, and that the poorest countries' share of world trade has fallen sharply in the last two decades",External Relations
346,1,recognises that the combination of trade distorting subsidies by rich countries and barriers to products from poor countries have gravely damaged the latter,External Relations
347,4,believes that trade liberalisation and increased international trade offer the best hope of alleviating poverty in the developing world,Economy
348,1,regrets the breakdown of the WTO talks in Cancun,External Relations
349,4,and urges the Government both to press for the talks to restart and to publish its proposals for the reform of agricultural subsidies and the reduction of trade barriers to give poor countries the fair deal on international trade that will allow them to compete and grow.,Economy
350,4,"That this House believes that all Post Office customers who wish to continue receiving their benefits, pension payments and tax credits through the Post Office should be able to do so through a Post Office Card Account opened at the counter of a Post Office or sub-post office",Economy
351,4," notes that the Government has encouraged Post Office customers to use their own bank accounts or basic bank accounts, whilst preventing the promotion of the Post Office Card Account",Economy
352,4,further believes that the Government should use the roll out of Direct Payment to encourage the take-up of all benefits and tax credits,Economy
353,5," calls on the Government to clarify urgently how housebound, disabled and older people who are not able to cope with the three direct payment options will be able to claim their pensions and benefits after 2005",Welfare and Quality of Life
354,4,recognises the significant role played by local post offices in both rural and urban areas,Economy
355,4,appreciates that ending cash benefit payments will deprive sub-postmasters of an average of 35 per cent. of their income,Economy
356,4,notes that this will make many post offices commercially unviable and is likely to lead to yet further closures,Economy
357,4,further calls on the Government to ensure that the urban post office closure programme is conducted systematically and only after consulting all relevant parties including Post Office users,Economy
358,4," and condemns the Government's failure to deliver benefits and tax credits in a simple, easy to understand manner while at the same time jeopardising the future prosperity of the Post Office.",Economy
359,6,That this House condemns the Government's failure to maintain immigration entry clearance standards,Fabric of Society
360,6,regrets the confusion as to whom the relaxed guidance actually applies,Fabric of Society
361,3,notes the unwillingness of Ministers to take responsibility for the operation of immigration policies,Political System
362,3," expresses deep concern that, at a time when homeland security is paramount, current fast-tracking procedures do not enable full and thorough checks on applicants",Political System
363,3,applauds those public servants who bring the Home Office's failings and dishonest internal workings to the attention of honourable Members and the wider public,Political System
364,7,calls on Her Majesty' Government to reinstate those officials currently suspended from duty,Social Group
365,3,recognises with regret that recent revelations have exposed grave deficiencies in the immigration service,Political System
366,3,and believes that the Government has lost both the confidence and the trust of the British people in its ability to control immigration policy.,Political System
367,5,That this House takes pride in London's heritage and status as a leading global capital city,Welfare and Quality of Life
368,6," notes that its outstanding success over many centuries has depended upon its rich mix of people, innovation and energy",Fabric of Society
369,5," further notes that it is an international leader in financial services, the arts, media, higher education, medicine and scientific research and tourism",Welfare and Quality of Life
370,6,regrets that this enviable competitive advantage is now threatened by the diminution in the quality of life of Londoners and those who come to work in the capital,Fabric of Society
371,6," recognises that insecurity brought about by the threat of terrorist action and rising levels of crime and anti-social behaviour, failing public services, overcrowded and unreliable transport, alongside an ever increasing tax burden on all Londoners, will undermine the capital's global reputation as a great place to live and do business",Fabric of Society
372,5," and calls upon the Government and its Mayoral candidate, Ken Livingstone, to address the needs of the people of London and improve the quality and choice of services in the capital.",Welfare and Quality of Life
373,1,That this House notes with concern the deteriorating security situation in Iraq and the Middle East and the impact on public opinion in Iraq of the reports of mistreatment of Iraqi citizens and detainees,External Relations
374,1,believes that progress in Iraq is only possible if the role of the United Nations is expanded and enhanced and the transfer of sovereignty to the Iraqis on 30th June is real and visible,External Relations
375,1,recalls that on 18th March 2003 when this House endorsed military action against Saddam Hussein it did so on an understanding that progress on the road map for a peace settlement between Israel and the Palestinians would be a priority for Her Majesty's Government,External Relations
376,1,expresses its disappointment that recent events have made the achievement of a negotiated two state solution more difficult and less likely,External Relations
377,1,recognises the bravery and professionalism of British armed forces serving in Iraq in difficult and dangerous circumstances,External Relations
378,1,calls upon Her Majesty's Government not to commit any further troops unless requested by United Kingdom commanders in Iraq for the purposes of securing the safety of British forces and the fulfilling of Britain's legal obligations under international law towards the inhabitants of Iraq,External Relations
379,1,and further declares that any such troops should remain under United Kingdom operational command and within the area currently under United Kingdom control.,External Relations
380,3,"That this House notes that each year the Government has pledged a 'generous' increase in local government funding, yet council tax in England has on average risen by three times the rate of inflation every year since 1997",Political System
381,3," observes that the cumulative additional council tax burden since 1997/98 is Â£1,716 for a typical Band D household",Political System
382,3," deplores the failure of the Government to recognise its role in generating the underlying pressures leading to council tax increases, including new responsibilities, compliance requirements, red tape, targets and assessments imposed by central Government on local authorities",Political System
383,2,further notes that unfunded cost pressures force councils either to introduce disproportionate increases in council taxes or cut local front line services,Freedom and Democracy
384,2," and believes that this is a further indicator of growing centralisation and Whitehall interference in local communities, eroding local democracy and weakening democratic accountability.",Freedom and Democracy
385,5,That this House notes that development of the Green Belt continues unabated under this Government,Welfare and Quality of Life
386,5,believes the Government's Communities Plan will be unsustainable and will damage the quality of life of millions of people in this country by concreting over green fields and destroying rural communities,Welfare and Quality of Life
387,5,further notes that the Government's targets for brown field development have actually led to the loss of green spaces in suburban areas through infill development,Welfare and Quality of Life
388,3," and further believes that communities through their local authorities, not remote regional bodies, should be able to decide the priorities for local development.",Political System
389,4,"That this House notes that the Government has failed to meet its target of reducing congestion on Britain's roads by 5 per cent., that congestion is set to rise by up to 20 per cent. by 2010 and that, according to the CBI, traffic congestion costs British industry Â£15 billion to Â£20 billion a year",Economy
390,4,recognises that the Government is failing to meet its targets for increased passenger and freight use of the railways and that rail freight declined by 0.3 billion net tonne kilometres in 2002,Economy
391,4,regrets the fact that one in five trains is still running late and that reliability on the railways has not even returned to the levels achieved before the Hatfield crash,Economy
392,4," condemns the Government's failure to decide the future of Crossrail, the East London Line Extension and Thameslink 2000 and the delay of improvements such as the upgrading of the East Coast Main Line",Economy
393,4,further notes that the Transport Committee stated that the Government has had 'years to address the problems of the railway but failed to take effective action',Economy
394,4,calls on the Government to acknowledge that its Ten Year Transport Plan has failed in all its key objectives,Economy
395,4,deplores the Government's failure to develop a coherent planning strategy for Britain's ports,Economy
396,4,further condemns the Government for the confusion and blight caused by the Aviation White Paper to many communities near airports,Economy
397,4," and further calls, in the light of these failures, for a re-evaluation of transport policy which properly recognises the needs of both drivers and users of public transport.",Economy
398,1,"That this House takes note of European Union documents No. 6232/04, Commission Communication: Building our common future: Policy challenges and Budgetary means of the Enlarged Union 2007â?013, and No. COM(04) 107, Commission Communication: ""Third report on economic and social cohesion""",External Relations
399,1," supports the Government's efforts to refocus allocations within a budget of 1 per cent. of EU Gross National Income in support of the European Union's goals, with structural funding focused on the poorest member states",External Relations
400,1," and in particular, supports the Government's view that the Commission's overall proposals are unrealistic and unacceptable, that its structural funds proposals are inconsistent with the United Kingdom's objectives for reform, and that the future European Union Budget should be reprioritised and refocused in line with the principles of subsidiarity and spending that adds value at the European Union level.",External Relations
401,2,That this House notes the constitutional importance of the forthcoming referendums on the Government's proposed regional assemblies,Freedom and Democracy
402,3,expresses grave concern at the threat to the integrity of the British electoral system through the Government's ill-conceived widespread extension of exclusively all-postal voting in the recent elections against the advice of the Electoral Commission and in the face of opposition from across the political spectrum,Political System
403,3," notes the public concern over reported instances of fraud, corruption and electoral malpractice",Political System
404,3,believes that the fragmentation of voting systems and methods under this Government is confusing and off-putting to the electorate,Political System
405,3,expresses concern that the integrity of the electoral roll is becoming undermined,Political System
406,2,and calls on the Government to restore a person's right to vote in a secret ballot at a polling station should they so choose.,Freedom and Democracy
407,3,That this House deplores the continuing confusion surrounding the Government's regional policy,Political System
408,3,notes in particular that the disagreement about all-postal voting between the Government and the Electoral Commission has thrown into doubt plans for the referendums in the autumn on the Government's proposed elected regional assemblies in the North of England,Political System
409,3,further notes the continuing splits in the Government over the powers that the proposed assemblies may be granted,Political System
410,3,regrets a similar lack of clarity relating to the projected costs of the proposed assemblies and of local government reorganisation,Political System
411,3,further notes that the Government's information campaign on elected regional assemblies fails to resolve any of this confusion,Political System
412,3," demands that the draft Bill, setting out in detail the proposed powers of elected regional assemblies promised by the Government, be published in good time to be debated by this House before rising for the summer recess and that Government time be provided for such a debate",Political System
413,2," and further demands that any referendums should be conducted by a system that restores the voters' choice to vote in person and in secret at polling stations on polling day, rather than by all-postal ballot.",Freedom and Democracy
414,4,That this House regrets the decision of the Government to replace 'deregulation' with 'better regulation' and condemns its failure to deliver deregulation for British business,Economy
415,3,is alarmed that the Government is unable to quantify the number of new regulations generated since 1997,Political System
416,4," deplores the fact that the total cost of major regulations to business approved since 1998 now exceeds Â£30 billion, and notes with concern the negative consequences this is having and will have on small businesses in particular",Economy
417,1,further condemns the Government's decision to agree to a European Constitutional Treaty that will extend the legislative competences of the European Commission,External Relations
418,1,calls on the Government to take urgent measures to reduce the burden of domestic and European regulation on British business,External Relations
419,1,and further condemns Labour MEPs for voting in the European Parliament in favour of the Agency Workers Directive and the extension of the Working Time Directive in the UK.,External Relations
420,4,That this House notes the failure of Royal Mail plc to deliver first and second class mail reliably and on time and regrets the damage this is doing to businesses and private customers alike,Economy
421,4," notes with particular dismay the threatened closure in Leicester of the Knighton Church Road Post Office, Knighton, and the East Park Road Post Office, Spinney Hills",Economy
422,4,calls on the Government to end the uncertainty facing the future of rural post offices as a result of the Government's refusal to announce further funding until after 2006,Economy
423,4,deplores the inadequate consultation procedure of the Urban Reinvention Programme despite the Government's recent announcement to review urgently the arrangements for the consultation currently employed,Economy
424,5," expresses continued concern about the Government's implementation of the different Direct Payment options which has caused significant problems particularly for elderly and disabled customers in Stechford, Shard End and Hodge Hill in Birmingham",Welfare and Quality of Life
425,4,condemns the Government for its failure adequately to promote the take-up of Post Office Card Accounts,Economy
426,4,and further calls on the Government to provide more details on the implementation of the Exceptions Service.,Economy
427,5,That this House notes that household indebtedness has now reached Â£1 trillion,Welfare and Quality of Life
428,5,is concerned that the household savings rate has halved since 1997,Welfare and Quality of Life
429,5," and believes that the Government, through the extension of dependency on means-tested benefits in retirement, its attack on the tax advantages of savings vehicles, and its Â£5 billion a year raid on pension funds, has diminished incentives to save.",Welfare and Quality of Life
430,5,That this House regrets the Government's failure to tackle the pensions crisis,Welfare and Quality of Life
431,7," expresses concern that present and former employees of Turner & Newall and those in a similar position do not know what assistance, if any, they will get from either the Financial Assistance Scheme or the Pension Protection Fund",Social Group
432,5,regrets the inadequacies of Government efforts to encourage people to build up retirement savings in funded pensions,Welfare and Quality of Life
433,5,condemns the spread of means-tested benefits,Welfare and Quality of Life
434,5,draws attention to the Government's recent failure to deliver benefits to pensioners competently,Welfare and Quality of Life
435,5,further regrets the Government's wider failure to reform the welfare system for older people,Welfare and Quality of Life
436,5,notes that the National Pensioners Convention is lobbying Parliament on 8th September,Welfare and Quality of Life
437,5,and calls for Government action to tackle the crisis in funded pensions and to ensure dignity and security in retirement for older people.,Welfare and Quality of Life
438,5,"That this House notes with deep concern the increased levels of hospital-acquired infection and, in particular, that the incidence of methicillin resistant staphylococcus aureus (MRSA) has doubled since 1997",Welfare and Quality of Life
439,5,welcomes the report by the National Audit Office 'Improving Patient Care by Reducing the Risk of Hospital-Acquired Infection: a Progress Report' (HC 876),Welfare and Quality of Life
440,5," regrets the lack of timely action by the Government which this discloses, including higher bed occupancies and the resultant impact of Government waiting list targets on infection control measures, lack of surveillance data other than hospital-wide MRSA and post-discharge surveillance and isolation facilities, and lack of progress on a national infection control manual",Welfare and Quality of Life
441,5,is deeply concerned that recommendations for bed or ward closures by infection control teams have been refused,Welfare and Quality of Life
442,5,and calls on the Government now to act urgently to secure the action needed to reduce hospital-acquired infections.,Welfare and Quality of Life
443,1,"That this House takes note of European Union document No. 10249/04, with ADD 1 and ADD 2, Commission Communication on the Area of Freedom, Security and Justice: assessment of the Tampere Programme and future orientations",External Relations
444,1,notes that the Communication forms the basis of negotiations for the next European Union Justice and Home Affairs Work Programme,External Relations
445,1,and supports the Government's position that the Work Programme should focus on measures that complement the efforts of Member States and will be of most benefit to European Union citizens.,External Relations
446,6,That this House notes that the vast majority of pupils are well behaved and eager to learn but is concerned that their ability to do so is increasingly undermined by a disruptive minority,Fabric of Society
447,6," regrets the fact that an assault takes place on a teacher every seven minutes, as reported by teaching unions",Fabric of Society
448,6," further notes that incidents involving poor behaviour, intimidation, violence, guns and drugs in schools are all increasing",Fabric of Society
449,6," deplores the announcement by the Government that it will force every state school, irrespective of the wishes of its head teacher, to take a share of pupils with disruptive or even violent backgrounds",Fabric of Society
450,6," believes that head teachers should be given, unequivocally, the final say on expulsions by abolishing independent appeals panels",Fabric of Society
451,6," calls for a six fold increase in the number of places to be provided for high quality, intensive but separate education of those whose behavioural difficulties make them unsuitable for inclusion in mainstream schools",Fabric of Society
452,6," is confident that the ability of teachers to exercise discipline would be greatly enhanced by protecting them from the fear of false allegations of abuse, and urges swift legislation to guarantee anonymity for teachers facing accusations at least up to the point where a formal criminal charge is brought",Fabric of Society
453,6," recognises that teachers, parents and pupils all, overwhelmingly, want to see stronger action on discipline and have the right to expect it",Fabric of Society
454,6," and consequently, further believes that it is time for the rights of the majority of pupils, parents and teachers to be given greater weight.",Fabric of Society
455,3,That this House notes that the Government has increased taxes 66 times and has failed to give value for taxpayers' money,Political System
456,3,is concerned that independent commentators believe that taxes will have to be increased under the Government's spending plans,Political System
457,3,and calls for a change of direction away from the path of more waste and higher taxes to a path of value for money and lower taxes.,Political System
458,4,"That this House calls for a delay in the implementation of the Licensing Act 2003 in the light of concerns expressed by doctors, senior police officers and members of the judiciary that the Act will lead to increased health and policing problems",Economy
459,6," is concerned about the increase in violent crimes since 1998, half of which are attributed to alcohol misuse",Fabric of Society
460,6," recognises that drunken revellers are turning town and city centres into no-go areas, thus putting an increasing burden on health and police resources, and predicts that the implementation of the Act will exacerbate these problems",Fabric of Society
461,4,is further concerned about increased alcohol consumption and believes that extended opening hours will have an adverse serious effect on health of the nation,Economy
462,4,and regrets that the Government has fundamentally failed to deal with the problem of binge drinking before proceeding with the implementation of the Licensing Act 2003.,Economy
463,1,"That this House, in the light of the rejection of the EU Constitution by the French and the Dutch people, urges the Government to make clear its intention not to ratify the EU Constitutional Treaty, and instead to pursue a policy of a more decentralised and deregulated Europe, better suited to serving the people of Europe.",External Relations
464,5,"That this House believes that special schools play a vital role in meeting the needs of children with learning difficulties, and that parents should have more choice between special and mainstream schools",Welfare and Quality of Life
